Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40
0,,569,,,,0,0,583,4,0,,199398,,8680925a,5620f36d,0bf485c7,67ecc871,c6fc10d3,919c68e4,d7905a09,038e402d,2e4e821f,86b04185,2452ea00,12716184,e07cc34d,,93603073,,,7232d217,9512c20b,b1aa07b4,ca6aca28,1d14f85d,,2a7aadb2,30436bfc,2ccea557
0,,201,0,0,,1,0,85,0,1,,0,0,07c9b9fc,f2d255bc,6981c2db,d8275fec,0b479cda,6fcd6dcb,069b8b81,ac315d60,7cee8453,b5a1be11,9f0cc7ae,1a935a81,00c5ffb7,be4ee537,d4c60724,4cdc3efa,d20856aa,b8170bba,9512c20b,9073ac03,cbaf3e0f,8e22e0d3,82b4c6fb,ddc4692e,991321ea,2ccea557
0,154,171,,33,3,0,0,2,3,0,1,6091,,d9b87eff,46d1b7cd,97f58e75,6521d620,1315f676,6fcd6dcb,5ef56d0b,a35da24b,2e4e821f,30395e3c,3237a39f,e59fb390,a77a4a56,be4ee537,82afcb8f,4cdc3efa,d20856aa,b6bc86c5,9512c20b,21709542,bf4f2c6b,00d45820,03b9ed2f,a97e6a49,30436bfc,2ccea557
0,4,79,,,1,,0,6,0,,1,12755,,e5f3fd8d,77cf2e67,6d0b90f2,f7f54f97,61b2d0ad,6fcd6dcb,5fd7b36d,43426c29,7cee8453,7de9c0a9,6652dc64,12716184,00c5ffb7,be4ee537,f3bbfe99,4cdc3efa,d20856aa,a1eb1511,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,a8bb988f,ff654802,962813c6
0,7,4617,1,,,0,0,0,1,0,,13186,1,832d1990,390cd477,dc728571,15737cea,c6fc10d3,6fcd6dcb,ff6d035c,20aa0da1,25dd8f9a,834f44f3,d071d405,12716184,e07cc34d,,e1f4d41a,,,b8170bba,9512c20b,dafa6e67,11dcd2b7,f610adad,,215866f4,0b3c06d0,6c730e3e
0,1,188,7,34,4,0,0,136,17,0,3,2841,12,f2d1b9fa,6feea706,44035c23,d8275fec,9883eb5a,6fcd6dcb,d99ffb71,0173de52,54fc547f,5283a24b,71bb7827,04048bcc,26bb0b02,,92b2a0a9,,,b8170bba,9512c20b,4d38490a,a9224b9c,06eaa48a,,32547d2f,337b81aa,6c730e3e
0,,79,,,,0,0,-1,3,0,,,,e5f3fd8d,a15d1051,10448b24,f5bcb9d3,1315f676,919c68e4,5e6216de,43426c29,2e4e821f,7de9c0a9,6652dc64,12716184,6397311a,be4ee537,f3bbfe99,4cdc3efa,d20856aa,b6070380,9512c20b,febfd863,a3323ca1,c8e1ee56,90d3436e,b3116c88,30436bfc,ed10571d
0,15,36,14,45,2,0,0,51,14,0,1,17573,14,e5f3fd8d,77cf2e67,3a0b56dd,67ecc871,69be2783,6fcd6dcb,24b3bf00,43426c29,2e4e821f,7de9c0a9,6652dc64,a0757ae4,bf78d0d4,be4ee537,f3bbfe99,4cdc3efa,d20856aa,628f1b8d,139221a3,febfd863,a3323ca1,c8e1ee56,1752e9e8,9cbf4ca3,30436bfc,962813c6
0,18,120,5,59,6,0,0,1,21,0,2,9413,5,cc0b8ce3,ddc79774,a0cafaaa,67ecc871,a7d065e4,6fcd6dcb,1ef4dc14,e9f8db51,54fc547f,f55334f6,8be80ceb,fb4d0855,f4fc3c5e,be4ee537,7f405724,4cdc3efa,1f7fc70b,b8170bba,9512c20b,5642158a,537bb7ef,3a06f93d,cbba4f38,c096fbc0,337b81aa,2f33557c
0,,13,,,,0,0,-1,15,0,,13403,,1fd3b4fa,6cb37419,541d049c,6faef306,c6fc10d3,6fcd6dcb,17150b29,4f0efcd9,25dd8f9a,a583ead7,6bf22e5b,12716184,e07cc34d,be4ee537,d580d6e0,4cdc3efa,d20856aa,7232d217,0a1d513f,1708c76c,aea6859c,6df702f1,c15ee7d1,bfcb5d99,321935cd,b757e957
