Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40
0,6,565,2,43,,0,0,19,35,0,,1681,2,bee0a71c,710103fd,09cfe744,67ecc871,9b3d73d8,6fcd6dcb,beecc383,09f8a09d,2e4e821f,19954aa8,b62efa2c,09aa8f4d,a77a4a56,7f7a9ded,2b083b96,10dd3744,d20856aa,628f1b8d,9512c20b,0157f8a1,827f8374,e17d970d,1a941cae,641cdf7e,ff654802,b757e957
0,,5,,,,,,-1,0,,,,,5e8ad57d,b3e8deb6,10448b24,386c49ee,1315f676,919c68e4,5e6216de,17ae60ec,7cee8453,b0dfe122,c761c951,12716184,6397311a,be4ee537,fe7e6ccb,4cdc3efa,d20856aa,a1eb1511,9512c20b,6df13a00,96f7a5fd,5344ad7e,81738b82,b3116c88,30436bfc,2ccea557
0,,779,,,1,0,0,2,3,0,1,13872,,,ddae7c05,c168a90f,b0c5e548,43cdeae4,6fcd6dcb,9cf8d601,59903d33,2e4e821f,,,2aa4204b,bf78d0d4,521d9fcb,b867d0bc,83f41762,1f7fc70b,a1eb1511,139221a3,,,,55e8565e,98520b43,ff654802,74a20f02
0,38,427,3,69,,1,0,308,35,1,,970,6,fa43a628,ddae7c05,6705608a,202a1b3d,664ff944,6fcd6dcb,dde46125,59903d33,a48e16ed,375848c9,573186f5,11d20977,405ca118,521d9fcb,b867d0bc,83f41762,753da5f3,b8170bba,55191c09,5370c37f,1e70a861,e07bd7fc,576f1044,825518a9,ff654802,74a20f02
0,4,54,3,,4,0,0,186,13,0,1,264,4,76c16bc0,1d5d826a,01a78930,f2463ffb,664ff944,6fcd6dcb,be59d901,09f8a09d,7cee8453,548f6521,83fd36b9,12716184,a77a4a56,521d9fcb,fe74e55e,10dd3744,d20856aa,b8170bba,9512c20b,c8c79f80,ed5a7d34,603ba0f0,e0c431d3,e139e764,30436bfc,b757e957
0,49,,1,12,,0,0,2,1,0,,1848,1,5879d3a9,bfc70229,6c07ed6a,e6b5b2ee,d96479b7,6fcd6dcb,9f443d6b,312aa74b,54fc547f,e691fb25,48c6a705,029e9d3c,00c5ffb7,30dcc3a0,96fd88a3,10dd3744,1f7fc70b,d9f758ff,9512c20b,3b772c56,47d8c312,c50cc960,4fc6ee38,3d0b8fa3,337b81aa,b757e957
0,138,22,9,57,17,0,0,1,12,0,1,13269,9,267d02cc,53937c2b,3c51e79f,e3150ee2,b8c51ab7,6fcd6dcb,5ae0ff5b,337bf7a5,25dd8f9a,c08b390c,3982c997,7c74a27b,f4fc3c5e,be4ee537,eb24f585,4cdc3efa,d20856aa,b8170bba,9512c20b,9f2b08e7,fe4c00ad,eaf7651d,f6a673fc,be677e47,0b3c06d0,2ccea557
0,159,710,26,,27,0,0,2,32,0,3,1792,26,68754f73,7898ef76,db782a30,386c49ee,a3e1d864,6fcd6dcb,b65320bf,e6c7ef3a,7cee8453,16f044d1,bc390a2d,f5bcc5d4,a77a4a56,be4ee537,3b35b996,4cdc3efa,753da5f3,628f1b8d,9512c20b,bfbdb432,dfdc835f,17a4497a,bb5ce3c6,3e3b46c3,991321ea,b757e957
0,106,179,24,61,,1,0,3,24,1,,1160,24,27f89dbb,53937c2b,4e5e359c,b0c5e548,3a4478b5,6fcd6dcb,6bdc8f76,337bf7a5,1df5e154,53a5c651,8e493df3,a6441fb7,00c5ffb7,be4ee537,eb24f585,4cdc3efa,d20856aa,a1eb1511,9512c20b,ca14a96c,e1e8193c,fe033f99,58a89e23,c926a380,ff654802,2ccea557
0,14,40,,,,0,0,143,0,0,,,,6b1bc0d3,78494fa9,10448b24,386c49ee,664ff944,919c68e4,5e6216de,09f8a09d,54fc547f,d4d2e772,66d09eef,12716184,6397311a,52fd5347,60c72290,10dd3744,753da5f3,b8170bba,9512c20b,000c6b93,bbd59d61,8741d733,218ddfea,b3116c88,337b81aa,6c730e3e
