Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40
0,,,0,0,,1,0,124,0,1,,1,0,35b29d1c,11b5bc17,63f76c15,f2463ffb,16420cce,6fcd6dcb,6e1739cb,337bf7a5,2e4e821f,4dc5d654,59e53f80,12716184,00c5ffb7,be4ee537,eb24f585,4cdc3efa,d20856aa,7232d217,9512c20b,6c8c076c,174c2fe8,b32f71aa,59f8acf3,f3a1835d,30436bfc,b757e957
0,118,,11,,,0,0,1,15,0,,411,15,0ede8acc,56ce319e,106e15c4,67ecc871,c6fc10d3,6fcd6dcb,535f8f5e,09f8a09d,54fc547f,554ec259,aeda60e9,12716184,bf78d0d4,f8d2e351,2b083b96,10dd3744,1f7fc70b,b8170bba,9512c20b,ffae69ed,4ac01130,97ec4657,db4454d6,47fe9e6f,337b81aa,962813c6
0,3,234,12,14,23,0,0,570,12,0,4,2890,12,9a38fdbd,9b94dcff,417e6103,d9c68d27,c0f90185,6fcd6dcb,4628641f,038e402d,1df5e154,c2941f04,fcc4f54f,4f0ae245,f4fc3c5e,,6c0890b9,,,b8170bba,9512c20b,dbf29097,b7c0f1a7,e3e2dc3f,,7cc1f2ce,30436bfc,2ccea557
0,10,8,4,,,0,0,1,2,0,,447910,4,b7590909,bfcf9f7a,f33473a6,edabbcd5,5a060087,919c68e4,5e54a399,670da99c,2e4e821f,baf28f12,83b2c327,12716184,bf78d0d4,19eb8952,484a5e08,330c9d3e,1f7fc70b,d9fd9ab1,9512c20b,727fe02c,4f0b32e1,67bd4c5e,cb09f492,35eb9d54,30436bfc,ed10571d
0,,45,,7,2,,0,26,0,,1,1719,,f7f317e1,b5d59f2a,9938532f,c6f42255,c6fc10d3,6fcd6dcb,2c9dcde7,f93773a6,2e4e821f,2273ee3d,a6fcb845,295219fe,a77a4a56,be4ee537,ecf69de4,4cdc3efa,d20856aa,b8170bba,9512c20b,c09c8dc4,0dab03ac,f9630b49,673f629c,2b2f24e9,ff654802,ed10571d
0,13,167,12,,3,0,0,22,14,0,1,8627,12,e5f3fd8d,a0aaffa6,77b33934,386c49ee,4dc31926,6fcd6dcb,bd2c3fba,43426c29,2e4e821f,7de9c0a9,6652dc64,12716184,bf78d0d4,be4ee537,f3bbfe99,4cdc3efa,d20856aa,a1eb1511,9512c20b,febfd863,a3323ca1,c8e1ee56,90d3436e,38e0e122,30436bfc,b757e957
0,396,1061,4,43,8,5,0,1,43,1,7,115,43,74a30cd8,445ce0af,3e9bb8fe,bb19e1be,664ff944,6fcd6dcb,b86787b2,4f0efcd9,25dd8f9a,c732cf63,b8396a1e,e372d0dc,a77a4a56,be4ee537,d580d6e0,4cdc3efa,d20856aa,a1eb1511,9512c20b,dfb0fa4a,7e7ea51d,6cf302bd,00636f85,9a907b27,321935cd,6c730e3e
0,8,345,3,,,0,0,0,3,0,,65797,3,a2309537,66a7f809,471b4db9,f2463ffb,3a57336e,919c68e4,24017451,8f551379,2e4e821f,eaf9ab13,d6cf77b2,4fcf0695,bf78d0d4,8f614e5c,eea7f013,2514f91d,1f7fc70b,b8170bba,139221a3,62e8ab0e,93df91de,ad1ae42c,13f74acb,2a357f68,ff654802,ed10571d
0,7,98,1,127,2,0,0,11,1,0,1,42176,1,0d2de9b7,e8a166da,9d9c70d7,6faef306,48012eba,6fcd6dcb,0f465206,f7dab4a5,2e4e821f,7580d0fd,83fd36b9,12716184,26bb0b02,55191c09,901dcf8d,f7070783,753da5f3,b8170bba,0a1d513f,89023f80,d3049ad5,f5f85510,bf8c0d9d,ac98eac5,991321ea,b757e957
0,17,66,,,,0,0,2,0,0,,12703,,d173a71b,c3912001,f86f9cf9,d9a8ea57,4ff7b61d,6fcd6dcb,70269b1a,09f8a09d,e25a4c11,4f4ce04d,910500c8,adb9a8ca,a77a4a56,521d9fcb,2b083b96,10dd3744,753da5f3,b8170bba,9512c20b,c82b6d59,3884a57e,14e79ba7,7b864f4c,d9e09bdc,cdc3217e,ed10571d
0,4,63,3,6,,1,0,0,8,1,,309,3,9bb030cc,f4e861fc,d0c5d50f,9d24e8e8,070e1631,6fcd6dcb,725b10e7,29a03d40,3cb29c3b,7261dc91,b59debeb,e00b4606,a77a4a56,,0d6d6dfa,,,b7febce5,9512c20b,898c178c,2a8727e6,438ca192,,245d9da7,991321ea,ed10571d
0,3,106,,60,2,0,0,1,2,0,1,17920,,d080dcdd,fc138bf1,f96809ec,f2463ffb,6ca919cf,6fcd6dcb,eed0ba85,dcf97365,54fc547f,0830cdaf,314fdd12,23bfbdf6,a77a4a56,be4ee537,bbb627b0,4cdc3efa,753da5f3,b8170bba,9512c20b,64576871,07c067e4,151300ad,a517fbfc,8db0fcb7,337b81aa,b757e957
0,3,,5,,,0,0,20,41,0,,1310,5,e5f3fd8d,a0aaffa6,f4e474b3,f2463ffb,c6fc10d3,6fcd6dcb,79412a72,43426c29,2e4e821f,7de9c0a9,6652dc64,18961e4c,bf78d0d4,be4ee537,f3bbfe99,4cdc3efa,d20856aa,7232d217,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,33cc0526,ff654802,b757e957
0,2,918,,,1,0,0,370,5,0,1,4661,,75bbaf08,1d5d826a,ccad20c5,67ecc871,1315f676,6fcd6dcb,50d4f3cb,09f8a09d,46dedfa6,bd482c0c,83fd36b9,c59a00e7,f4fc3c5e,55191c09,fe74e55e,10dd3744,753da5f3,b8170bba,9512c20b,ea52ed61,d3049ad5,5ca00ae2,bf8c0d9d,6023f8ae,30436bfc,b757e957
0,10,212,4,187,12,0,0,1,32,0,3,2867,4,fd2294fd,5879ea73,5714da52,67ecc871,b13d7057,6fcd6dcb,4ed0b9ef,8f551379,7cee8453,8c8d871e,543f14cf,5bfae5d4,a77a4a56,1e220b81,eea7f013,2514f91d,1f7fc70b,a1eb1511,b49a729d,02cf4cb0,387ffe8e,71fd9aa3,5293f6b1,10faae8f,ff654802,b757e957
