Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40
0,1,14,5,16,,0,0,7,5,0,,1670,5,019415e3,df1b84fe,5cfbbadd,6faef306,6ca919cf,6fcd6dcb,660e2e35,8670cd10,54fc547f,99e7b9a3,ed0ce343,f4b03872,bf78d0d4,,d96198f0,,,a1eb1511,9512c20b,6e458f2a,7e98b867,bc184765,,4d260962,337b81aa,b757e957
0,1,7,,29,7,0,0,567,28,0,1,28926,,527e5906,edd42ed6,a21b8c34,f2463ffb,4ff7b61d,6fcd6dcb,3cbd2f79,283c92c0,2e4e821f,40b054b4,750506a2,67b42fd9,a77a4a56,be4ee537,fcd8d20f,4cdc3efa,d20856aa,b8170bba,9512c20b,083f581c,5731c43e,be98cd91,b5d2988c,4dcdcc95,ff654802,ed10571d
0,40,66,8,52,1,0,0,74,9,0,1,2246,8,0e4e7357,1b2ff61f,bb9e3df8,9a05483b,16420cce,6fcd6dcb,b1e16f90,670da99c,2e4e821f,1ec9fe12,2ddd07c8,72d19bdf,00c5ffb7,521d9fcb,484a5e08,330c9d3e,1f7fc70b,b7febce5,9512c20b,8e085d1c,013fcab7,3cb267bb,ace495b1,da50f6fa,ff654802,b757e957
1,5,406,5,155,3,0,0,9,26,0,1,8529,5,62770d79,f7ef23df,45c7bb3d,d8275fec,729e35ab,6fcd6dcb,6ecb74aa,cc7eba39,2e4e821f,2e027dc1,0c7c4231,69e3008b,f4fc3c5e,be4ee537,daa2cf18,4cdc3efa,d20856aa,2d243b56,9512c20b,c38e2f28,14f65a5d,25b1b089,d7c1fc0b,bc35dcb6,30436bfc,ed10571d
0,,323,,,,0,0,-1,17,0,,336160,,527e5906,edd42ed6,a19d8b70,f2463ffb,c6fc10d3,919c68e4,4dbf5af5,283c92c0,2e4e821f,40b054b4,750506a2,d5ec8751,00c5ffb7,be4ee537,fcd8d20f,4cdc3efa,d20856aa,b8170bba,9512c20b,083f581c,5731c43e,be98cd91,b5d2988c,d6291fda,991321ea,ed10571d
0,107,99,,,,,,2,0,,,21372,,8287ed5e,9a6c1869,d3ba068d,386c49ee,4ff7b61d,919c68e4,2d979239,17ae60ec,2e4e821f,b1d6ec28,d4b87442,88ad7ab4,405ca118,be4ee537,fe7e6ccb,4cdc3efa,d20856aa,b8170bba,9512c20b,82b85214,9b123b6c,06231504,44ce6768,d9e01505,991321ea,b757e957
0,14,238,0,,6,0,0,3,3,0,1,23424,2,e5f3fd8d,a0aaffa6,6a999843,67ecc871,729e35ab,919c68e4,2c429171,43426c29,2e4e821f,7de9c0a9,6652dc64,12716184,f4fc3c5e,be4ee537,f3bbfe99,4cdc3efa,d20856aa,628f1b8d,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,89230fce,30436bfc,b757e957
0,1,97,1,8,1,0,1,58,3,0,1,2367,1,527e5906,98086288,08939f13,25e5922e,1315f676,6fcd6dcb,27f43f86,283c92c0,7cee8453,40b054b4,750506a2,69a75528,f4fc3c5e,be4ee537,fcd8d20f,4cdc3efa,d20856aa,b8170bba,9512c20b,083f581c,5731c43e,be98cd91,583e86ea,d7b3dff0,30436bfc,b757e957
0,1,121,1,,,0,0,56,1,0,,25151,1,,fc5d3834,5ff257c1,386c49ee,664ff944,6fcd6dcb,be1a58cc,29087e47,54fc547f,,,12716184,e07cc34d,be4ee537,0fd700c6,4cdc3efa,d20856aa,b8170bba,0a1d513f,,,,719ec847,ad6b7fd9,337b81aa,6c730e3e
0,6,136,1,,5,0,0,43,1,0,2,39103,1,f361ee63,bff9958d,f4e474b3,386c49ee,729e35ab,6fcd6dcb,79412a72,231d1ac4,ac3d2dce,77bdb9c0,edf4c9ce,18961e4c,a77a4a56,be4ee537,6dff3beb,4cdc3efa,d20856aa,b8170bba,9512c20b,08a6185d,9d01571c,9330b3e4,d7c1fc0b,33cc0526,d0b1afa5,b757e957
