Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40
0,156,274,20,15,1,2,0,2,30,1,1,7,15,b23bf394,37ef68a0,e55fd077,b0c5e548,1315f676,6fcd6dcb,2d20cb35,31ab2058,46dedfa6,0d1a3ab1,38a9b7e4,93992021,f4fc3c5e,be4ee537,33d6879d,4cdc3efa,d20856aa,b7771e51,09c8c22c,ce03187a,24e37e90,cf94fd3e,50f1fd2f,03a1f157,30436bfc,ed10571d
0,26,,21,,,0,0,4,35,0,,1,26,e5f3fd8d,77cf2e67,f98a4292,67ecc871,c6fc10d3,6fcd6dcb,7c5baa8b,43426c29,2e4e821f,7de9c0a9,6652dc64,f715a148,a77a4a56,be4ee537,f3bbfe99,4cdc3efa,d20856aa,a1eb1511,139221a3,febfd863,a3323ca1,c8e1ee56,1752e9e8,f5377e33,ff654802,962813c6
0,1,108,1,1,11,0,1,6,1,0,1,2969,1,853ac0dc,7559d570,f46f56b8,eec6568a,c6fc10d3,6fcd6dcb,85814171,31ab2058,25dd8f9a,65c1c8b0,38a9b7e4,07a2647e,f4fc3c5e,be4ee537,b9e234d4,4cdc3efa,753da5f3,7232d217,9512c20b,a3ec50e8,e20b42f5,86f36109,0e4ccb7d,67831094,0b3c06d0,6c730e3e
1,,149,,8,8,0,0,89,18,0,3,5716,,fa99ce04,a0d14bda,16af06d6,f2463ffb,a74b2c56,6fcd6dcb,db21cd79,09f8a09d,7cee8453,4b7ec58c,db40e044,07ce5d7e,f4fc3c5e,55191c09,2b083b96,10dd3744,753da5f3,b8170bba,9512c20b,ba4ceef7,1100e735,a942bc3b,d1157c9d,d4d6992c,ff654802,2ccea557
0,8,563,1,34,12,0,0,2,9,0,1,599,1,51c2ad35,1bb84a55,c7733554,d9a8ea57,8be600ee,6fcd6dcb,bd15aab8,09f8a09d,2e4e821f,4e94db10,37c30c54,12716184,a77a4a56,d5151014,af23d2eb,10dd3744,1f7fc70b,b8170bba,9512c20b,2ea8f3eb,bf7fecdb,f1024a97,47f594f0,5d21cf2b,ff654802,b757e957
0,,25,,14,8,0,0,23,28,0,3,4691,,e599df49,908c174e,1a2d7e92,f2463ffb,25e74633,6fcd6dcb,e7222fbe,09f8a09d,25dd8f9a,ac643619,fc4d0e82,0b24acb1,f4fc3c5e,521d9fcb,6f0eacdf,10dd3744,1f7fc70b,7232d217,9512c20b,23f90e00,28f51222,e53b0551,756b0c7d,165fbf32,0b3c06d0,b757e957
0,84,1362,26,,2,0,0,65,1,0,1,9961,26,ad98e872,cea68cd3,f19df729,f2463ffb,c6fc10d3,6fcd6dcb,b6db430e,c0375b13,2e4e821f,62da11e3,14874876,8379e54c,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,5dea4c3e,30436bfc,e1be5ef2
0,68,563,21,47,45,10,0,3,48,1,10,1275,21,3375907b,89af26bb,11a54eab,386c49ee,c6fc10d3,6fcd6dcb,a2f0b2ee,312aa74b,54fc547f,0abbe4e7,38a9b7e4,75519850,26bb0b02,c016cb64,833dab4e,10dd3744,1f7fc70b,a1eb1511,9512c20b,5e3e4777,24e37e90,5c5e1916,2a0f59d9,622792ed,337b81aa,ed10571d
0,13,793,7,13,115,7,0,2,21,1,6,129,7,863afd9b,a05171f1,af84cf44,eec6568a,fcd95698,6fcd6dcb,a2e8808c,670da99c,2e4e821f,d1319851,1cb7af81,c32bdf3d,26bb0b02,91c6cfb3,484a5e08,330c9d3e,1f7fc70b,b8170bba,b49a729d,024955db,23f781ed,9d5db134,7b084c7f,99c2f4d8,30436bfc,2f33557c
0,4,219,6,8,1,7,0,13,11,1,1,25,6,b7d65446,f70510f8,964e0c27,a8e2f1c9,48012eba,6fcd6dcb,2d20cb35,312aa74b,25dd8f9a,4cf8f9f2,0e485eda,ae5866c6,a77a4a56,5aae9a34,96fd88a3,10dd3744,753da5f3,3c328ca5,9512c20b,5ac8bfde,6cb18900,8e02ea2f,8c4d2c73,03a1f157,30436bfc,de53bdf9
0,2,78,2,,2,0,0,7,2,0,2,7691,2,a549d9ac,bff9958d,00e59c72,67ecc871,1f29c541,6fcd6dcb,bbe394bd,231d1ac4,2e4e821f,e99bc5b4,30495534,eccb14ca,bf78d0d4,be4ee537,6dff3beb,4cdc3efa,d20856aa,a1eb1511,9512c20b,6156099e,9574c320,a409e683,d7c1fc0b,ae7231c1,ff654802,b757e957
0,,415,,,,0,0,-1,0,0,,14248,,e5f3fd8d,6d828ddf,528ffca9,f2463ffb,98ba4dc2,6fcd6dcb,46eb7b83,43426c29,2e4e821f,7de9c0a9,6652dc64,12716184,e07cc34d,be4ee537,8475d725,4cdc3efa,d20856aa,cd48bfa2,0a1d513f,febfd863,a3323ca1,c8e1ee56,c1c4bc4a,fd4312d2,30436bfc,ed10571d
0,,37,,,,,0,4,0,,,24639,,62770d79,40eb50d9,981e0634,f2463ffb,b45aaaf1,6fcd6dcb,11605e0a,6ad91668,7cee8453,2e027dc1,0c7c4231,afad9ec8,405ca118,be4ee537,6b40551c,4cdc3efa,d20856aa,b8170bba,9512c20b,c38e2f28,14f65a5d,25b1b089,d7c1fc0b,aa7a2eb6,30436bfc,ed10571d
0,1,1,,,,,,350,0,,,7,,a3d777f9,7bc7ec09,78683448,e6b5b2ee,c6fc10d3,6fcd6dcb,9ab49e4c,bcffe7d7,1df5e154,1692cfc0,a2c5b96b,12716184,e07cc34d,dd76031d,8e341bcb,1d738c50,1f7fc70b,a1eb1511,9512c20b,a784f962,08a751a5,219a7e25,5905683c,45863142,ff654802,ed10571d
0,1,92,,,,0,6,27,15,0,,3123,,76c16bc0,1d5d826a,0b0bca34,ed24c7c9,4ff7b61d,6fcd6dcb,f31b7aaa,09f8a09d,54a003de,548f6521,83fd36b9,12716184,26bb0b02,521d9fcb,fe74e55e,10dd3744,d20856aa,b8170bba,9512c20b,c8c79f80,ed5a7d34,603ba0f0,e0c431d3,6c13b687,30436bfc,b757e957
