Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40
0,126,6316,40,,,0,0,3,46,0,,187,40,f27d5bf0,58cc2d25,d507066e,f2463ffb,25e74633,6fcd6dcb,329dd03a,6032e7d9,2e4e821f,0fd00cb7,7e2537c9,12716184,e07cc34d,be4ee537,4a9e2549,4cdc3efa,d20856aa,b8170bba,0a1d513f,eca67369,993cc276,ec74014a,55dc7bcf,1b839a44,ff654802,b757e957
0,18,286,,,,0,0,18,0,0,,473382,,62770d79,ade1656a,c7cc8b0d,90dfe17b,513057af,919c68e4,ed96a350,4f877969,2e4e821f,2e027dc1,0c7c4231,85365dca,bf78d0d4,be4ee537,72c9c91c,4cdc3efa,d20856aa,628f1b8d,9512c20b,c38e2f28,14f65a5d,25b1b089,d7c1fc0b,7ce3b956,ff654802,ed10571d
0,179,2773,11,,4,0,0,12,11,0,4,15890,11,eb360940,7b831047,f80f9a19,f2463ffb,c6fc10d3,6fcd6dcb,120cba33,b69a2b08,dbe3aa6f,760df549,57606b4c,8e697d5e,a77a4a56,be4ee537,9eb57ff0,4cdc3efa,d20856aa,628f1b8d,139221a3,20221668,90aa3af8,48f4bfff,1e58e9f9,6060c9bb,d0b1afa5,2ccea557
0,,292,,634,1,0,0,-1,1,0,1,28805,,92409874,c02275a8,dd6c8142,f2463ffb,0a0044e1,919c68e4,6822c450,4f877969,2e4e821f,7543ae9d,30495534,caed738f,bf78d0d4,be4ee537,7982f9b4,4cdc3efa,d20856aa,69bb317e,64083ab9,18e93d1f,7bcfeef2,ac1dc370,d7c1fc0b,9c504208,ff654802,2ccea557
0,136,1,22,,,0,0,32,29,0,,875,27,5ff0cb6e,56b46623,ab93c93a,80b7260b,c6fc10d3,6fcd6dcb,71aa0699,14441867,2e4e821f,e0c2723c,bf63020b,12716184,e07cc34d,be4ee537,6159bba8,4cdc3efa,d20856aa,b8170bba,9512c20b,ea043cbb,685bf3ee,b4462dc6,d3510abf,f8cfe82d,ff654802,ed10571d
0,10,816,35,218,44,0,1,2,42,0,4,4,35,265366bf,5b6b66b5,12f86695,690f95c1,c6fc10d3,6fcd6dcb,00ba3727,ab96c6b2,2e4e821f,e63d98b4,c939136f,a85f2392,f4fc3c5e,,dd7f4897,,,b8170bba,108a0699,47849e55,73b3f46d,d994ba60,,26385424,ff654802,2ba8d787
0,1,148,1,1,28,2,0,579,46,1,3,102,1,76c16bc0,51b217f5,bfbe69f6,86ba81b8,6ca919cf,6fcd6dcb,e7222fbe,56161697,2e4e821f,548f6521,83fd36b9,0bf17587,a77a4a56,521d9fcb,677b01e3,10dd3744,d20856aa,b8170bba,9512c20b,c8c79f80,ed5a7d34,603ba0f0,e0c431d3,165fbf32,30436bfc,b757e957
0,19,441,6,11,,1,0,23,15,1,,72,9,e5f3fd8d,77cf2e67,2190d219,e6b5b2ee,b8c51ab7,6fcd6dcb,4d650bc5,43426c29,2e4e821f,7de9c0a9,6652dc64,621a6f66,00c5ffb7,be4ee537,f3bbfe99,4cdc3efa,d20856aa,a1eb1511,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,117afd95,30436bfc,962813c6
0,10,397,3,565,1,0,0,58,7,0,1,24089,3,4983e862,7b831047,3bbedd1b,67ecc871,c6fc10d3,919c68e4,d99ffb71,b69a2b08,dbe3aa6f,9039bfb1,4001db24,f4b03872,26bb0b02,be4ee537,9eb57ff0,4cdc3efa,d20856aa,a1eb1511,9512c20b,f11ee76e,1de649ed,f8585a80,02adfa69,32547d2f,d0b1afa5,2ccea557
0,1,311,26,68,9,0,0,2,28,0,6,3024,26,e5f3fd8d,c97fb2ac,f4e474b3,eec6568a,c8a2966c,6fcd6dcb,79412a72,43426c29,2e4e821f,7de9c0a9,6652dc64,272bf915,a77a4a56,be4ee537,f3bbfe99,4cdc3efa,d20856aa,628f1b8d,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,33cc0526,30436bfc,2ccea557
0,,27,,2,37,,1,4,0,,6,2508,,25e9f574,0585ffa6,a8645eb7,f2463ffb,c6fc10d3,6fcd6dcb,cf4b2f9a,59903d33,2e4e821f,40c5426b,573186f5,da08f792,26bb0b02,672e9cf8,b867d0bc,83f41762,1f7fc70b,b8170bba,b49a729d,c9a44eb4,f07ad6bf,ddaa9edd,1b5a4526,f564fc25,ff654802,7c94c9ef
0,,390,,170,2,0,0,19,6,0,2,10058,,b29d4308,908c174e,802eb0be,e6b5b2ee,33653e42,6fcd6dcb,d9608e4a,09f8a09d,7cee8453,c68592df,d19bd6bf,a002cb58,a77a4a56,521d9fcb,6f0eacdf,10dd3744,1f7fc70b,628f1b8d,139221a3,471c09a8,b03ac291,daa3bc71,756b0c7d,dfb0f1a9,ff654802,b757e957
0,58,,13,,,0,0,3,30,0,,25,13,71f30bdf,3238d087,d4c4eca1,a77e482f,e1d373ed,6fcd6dcb,c779cd74,a7a62f00,dbe3aa6f,b264fabb,75052e82,12716184,e07cc34d,be4ee537,38969db7,4cdc3efa,753da5f3,69bb317e,9512c20b,eaef0de8,aac5bd4d,922f33a9,9ae88c9c,29514a15,d0b1afa5,b757e957
0,52,2199,,4,3,1,0,2,4,1,3,568,,b401509b,8b68dbb8,93e42a93,6521d620,ee85637a,6fcd6dcb,2d19a3da,b376349d,7cee8453,886a17a3,fa478aa9,cdfae97f,a77a4a56,be4ee537,9ad63abb,4cdc3efa,d20856aa,b8170bba,9512c20b,0e29b5da,0683bc6f,47b99d80,f6a673fc,2fb4a3d0,30436bfc,b757e957
0,,158,0,273,19,0,2,15,8,0,5,27,0,265366bf,cc7d7e98,64fa3e43,67ecc871,8038e73e,6fcd6dcb,2d72123e,d4612c5c,25dd8f9a,e63d98b4,c939136f,4405fab6,26bb0b02,,9599f3ea,,,b8170bba,9512c20b,47849e55,73b3f46d,d994ba60,,59c61d47,321935cd,b757e957
0,8,1,42,30,,2,0,11,43,2,,0,1,38167d97,3f750219,802eb0be,720ca231,4f59463a,6fcd6dcb,d9608e4a,09861dee,2e4e821f,48712b07,64947621,4f731ee6,bf78d0d4,be4ee537,8cd69a56,4cdc3efa,753da5f3,b8170bba,55191c09,f4e2915f,1d591c5e,c7ba4191,73185380,dfb0f1a9,991321ea,ed10571d
